syllable,label,unicode,population,audit_n,audit_wrong,audit_rate,exp_wrong,ocr_chars,dict_ok,tiers
đe,厎,U+538E,1,0,0,,,底,True,GOLD
đi,迻,U+8FFB,1,0,0,,,逡,True,GOLD
điạ,地,U+5730,1,0,0,,,地,False,SILVER
điếc,的,U+7684,1,0,0,,,的,True,GOLD
điều,條,U+689D,1,0,0,,,條,True,GOLD
điều,调,U+8C03,1,0,0,,,调,True,GOLD
đon,屯,U+5C6F,1,0,0,,,屯,True,GOLD
đoạn,奪,U+596A,1,0,0,,,奢,True,GOLD
đuôi,堆,U+5806,1,0,0,,,堆,True,GOLD
đuổi,対,U+5BFE,1,0,0,,,対,True,GOLD
đài,䑓,U+4453,1,0,0,,,䑓,True,GOLD
đàn,殚,U+6B9A,1,0,0,,,殚,True,GOLD
đàng,塘,U+5858,1,0,0,,,塘,True,GOLD
đá,跢,U+8DE2,1,0,0,,,修,True,GOLD
đám,店,U+5E97,1,0,0,,,擔,True,SILVER
đáng,当,U+5F53,1,0,0,,,主,True,GOLD
đâm,冘,U+5198,1,0,0,,,䆒,True,SILVER
đâm,抌,U+628C,1,0,0,,,挑,True,GOLD
đâm,耽,U+803D,1,0,0,,,辨,True,GOLD
đây,㡳,U+3873,1,0,0,,,㡳,True,GOLD
đã,吔,U+5414,1,0,0,,,他,True,GOLD
đè,題,U+984C,1,0,0,,,題,True,GOLD
đê,氐,U+6C10,1,0,0,,,辰,True,SILVER
đò,渡,U+6E21,1,0,0,,,渡,True,GOLD
đăng,登,U+767B,1,0,0,,,登,True,GOLD
đường,塘,U+5858,1,0,0,,,塘,True,GOLD
đường,榶,U+69B6,1,0,0,,,鹿,True,GOLD
đường,瑭,U+746D,1,0,0,,,瑭,True,GOLD
đấu,枓,U+6793,1,0,0,,,斜,True,GOLD
đấy,意,U+610F,1,0,0,,,意,True,GOLD
đầu,头,U+5934,1,0,0,,,弋,True,GOLD
đầu,股,U+80A1,1,0,0,,,股,True,GOLD
đắp,塔,U+5854,1,0,0,,,塔,True,GOLD
đến,𣅂,U+23142,1,0,0,,,𣅂,True,GOLD
để,低,U+4F4E,1,0,0,,,低,True,GOLD
để,厎,U+538E,1,0,0,,,𮝾,True,SILVER
để,帝,U+5E1D,1,0,0,,,帝,True,GOLD
đỉnh,町,U+753A,1,0,0,,,酉,True,GOLD
đốt,柮,U+67EE,1,0,0,,,柟,True,GOLD
đồ,阇,U+9607,1,0,0,,,因,True,GOLD
đồng,偅,U+5045,1,0,0,,,厘,True,GOLD
đồng,洞,U+6D1E,1,0,0,,,涸,True,GOLD
đồng,銅,U+9285,1,0,0,,,錮,True,GOLD
độc,獨,U+7368,1,0,0,,,獨,True,GOLD
đỡ,拖,U+62D6,1,0,0,,,拖,True,GOLD
đợt,逹,U+9039,1,0,0,,,逹,True,GOLD
đứa,𥒥,U+254A5,1,0,0,,,磁,True,SILVER
đức,恴,U+6074,1,0,0,,,息,True,GOLD
đừng,停,U+505C,1,0,0,,,停,True,GOLD
ưoc,約,U+7D04,1,0,0,,,約,False,SILVER
ấm,䕃,U+4543,1,0,0,,,䕃,True,GOLD
ấn,隱,U+96B1,1,0,0,,,隱,True,GOLD
ấp,邑,U+9091,1,0,0,,,邑,True,GOLD
ấv,衣,U+8863,1,0,0,,,衣,False,SILVER
ấy,衤,U+8864,1,0,0,,,不,True,GOLD
ấy,𢯗,U+22BD7,1,0,0,,,有,True,GOLD
ẩn,隱,U+96B1,1,0,0,,,恩,True,SILVER
ở,扵,U+6275,1,0,0,,,扵,True,GOLD
ởnơi,於,U+65BC,1,0,0,,,於,False,SILVER
cho,朱,U+6731,1594,20,0,0.0,,中/來/半/味/失,True,GOLD/SILVER
chúa,主,U+4E3B,1080,16,0,0.0,,主/光/土/复/毛,True,GOLD/SILVER
thì,時,U+6642,1030,21,0,0.0,,侍/味/呼/哇/將,True,GOLD/SILVER
sự,事,U+4E8B,970,13,0,0.0,,事/可/奪/子/手,True,GOLD/SILVER
có,固,U+56FA,938,9,0,0.0,,周/回/因/园/困,True,GOLD/SILVER
kẻ,几,U+51E0,684,12,0,0.0,,九/乾/儿/兀/元,True,GOLD/SILVER
được,特,U+7279,632,10,0,0.0,,将/特,True,GOLD/SILVER
thánh,垩,U+57A9,623,6,0,0.0,,丑/呈/圭/垂/垩,True,GOLD/SILVER
đến,旦,U+65E6,570,10,0,0.0,,三/兒/勻/囙/巳,True,GOLD/SILVER
vậy,丕,U+4E15,567,2,0,0.0,,万/不/丑/丕/丘,True,GOLD/SILVER
khi,欺,U+6B3A,535,5,0,0.0,,厥/厭/取/吹/契,True,GOLD/SILVER
ông,翁,U+7FC1,528,8,0,0.0,,仐/俞/公/坌/并,True,GOLD/SILVER
thì,寺,U+5BFA,517,6,0,0.0,,㫖/前/南/喬/壽,True,GOLD/SILVER
ở,於,U+65BC,513,8,0,0.0,,孤/嵐/於/旗/松,True,GOLD/SILVER
tôi,碎,U+788E,512,10,0,0.0,,倬/偉/啐/墀/奔,True,GOLD/SILVER
thấy,体,U+4F53,496,7,0,0.0,,乎/休/体/徔/洋,True,GOLD/SILVER
chăng,庄,U+5E84,491,11,0,0.0,,主/住/余/在/左,True,GOLD/SILVER
ấy,衣,U+8863,459,5,0,0.0,,㐲/㕣/久/人/仁,True,GOLD/SILVER
đạo,道,U+9053,457,10,0,0.0,,國/廼/徔/恩/更,True,GOLD/SILVER
mình,命,U+547D,450,7,0,0.0,,仰/佩/傘/兮/分,True,GOLD/SILVER
ấy,意,U+610F,449,5,0,0.0,,悉/意/慈/慰,True,GOLD/SILVER
trời,𡗶,U+215F6,442,2,0,0.0,,丞/举/乔/何/例,True,GOLD/SILVER
liền,連,U+9023,422,9,0,0.0,,䢖/庭/建/逐/逢,True,GOLD/SILVER
lại,吏,U+540F,378,5,0,0.0,,丈/主/之/交/克,True,GOLD/SILVER
giê,支,U+652F,374,7,0,0.0,,丈/主/五/交/克,True,GOLD/SILVER
những,仍,U+4ECD,361,5,0,0.0,,仍/伲,True,GOLD/SILVER
các,各,U+5404,360,9,0,0.0,,公/冬/参/各/名,True,GOLD/SILVER
nó,奴,U+5974,360,4,0,0.0,,双/叔/奴/如/忒,True,GOLD/SILVER
vì,爲,U+7232,360,3,0,0.0,,吿/唐/夸/季/悉,True,GOLD/SILVER
ta,些,U+4E9B,355,3,0,0.0,,也/些/坐/忠/恐,True,GOLD/SILVER
thầy,柴,U+67F4,355,3,0,0.0,,㸦/乎/亲/半/報,True,GOLD/SILVER
su,秋,U+79CB,344,4,0,0.0,,取/啾/嗽/壮/我,True,GOLD/SILVER
nữa,女,U+5973,341,5,0,0.0,,友/四/女/如/廿,True,GOLD/SILVER
quan,官,U+5B98,330,8,0,0.0,,䆠/官/宦/宮/直,True,GOLD/SILVER
đức,徳,U+5FB3,324,1,0,0.0,,万/与/僊/厯/徳,True,GOLD/SILVER
rằng,浪,U+6D6A,319,4,0,0.0,,依/侯/俊/偃/厳,True,GOLD/SILVER
trong,中,U+4E2D,311,6,0,0.0,,中/古/牢/甲,True,GOLD/SILVER
thiên,天,U+5929,306,4,0,0.0,,天/尺/矢,True,GOLD/SILVER
chịu,召,U+53EC,305,2,0,0.0,,㠯/为/乃/之/事,True,GOLD/SILVER
nên,年,U+5E74,304,3,0,0.0,,午/年/生/耳,True,GOLD/SILVER
con,昆,U+6606,297,2,0,0.0,,具/凨/功/員/崑,True,GOLD/SILVER
này,尼,U+5C3C,287,3,0,0.0,,侣/包/危/卷/厯,True,GOLD/SILVER
chăng,庒,U+5E92,283,3,0,0.0,,主/君/在/庒/店,True,GOLD/SILVER
giờ,除,U+9664,274,6,0,0.0,,佺/凃/团/泽/浄,True,GOLD/SILVER
đã,㐌,U+340C,267,4,0,0.0,,㐌/丑/乇/任/仼,True,GOLD/SILVER
chẳng,庄,U+5E84,262,2,0,0.0,,主/在/左/庄/庇,True,GOLD/SILVER
song,双,U+53CC,252,5,0,0.0,,丈/丑/刄/及/双,True,GOLD/SILVER
răng,浪,U+6D6A,250,2,0,0.0,,厳/喉/嚴/宸/屐,True,GOLD/SILVER
khỏi,塊,U+584A,245,6,0,0.0,,僊/嘐/堪/塊/媿,True,GOLD/SILVER
lấy,礼,U+793C,245,5,0,0.0,,他/桃/永/洮/礼,True,GOLD/SILVER
phải,沛,U+6C9B,243,4,0,0.0,,乕/仰/冲/净/后,True,GOLD/SILVER
trọng,重,U+91CD,243,2,0,0.0,,厘/堂/壹/奎/座,True,GOLD/SILVER
đi,多,U+591A,240,2,0,0.0,,㕛/並/受/夋/多,True,GOLD/SILVER
khó,庫,U+5EAB,235,4,0,0.0,,座/庫/庵/康/摩,True,GOLD/SILVER
hết,歇,U+6B47,229,2,0,0.0,,教/散/敬/欲/欿,True,GOLD/SILVER
gì,之,U+4E4B,223,5,0,0.0,,乆/之/文,True,GOLD/SILVER
đức,德,U+5FB7,219,3,0,0.0,,万/与/乞/僊/像,True,GOLD/SILVER
lòng,弄,U+5F04,213,3,0,0.0,,䓁/吾/寺/寿/年,True,GOLD/SILVER
tội,罪,U+7F6A,211,3,0,0.0,,冢/服/沉/深/濁,True,GOLD/SILVER
thành,城,U+57CE,206,3,0,0.0,,例/加/垣/城/域,True,GOLD/SILVER
trên,連,U+9023,199,3,0,0.0,,䢖/凰/匙/座/建,True,GOLD/SILVER
bởi,罢,U+7F62,198,9,0,0.0,,丢/吴/姜/寒/異,True,GOLD/SILVER
như,如,U+5982,198,1,0,0.0,,似/北/叔/奴/如,True,GOLD/SILVER
phép,法,U+6CD5,193,2,0,0.0,,小/河/法/清/雲,True,GOLD/SILVER
tên,先,U+5148,191,3,0,0.0,,先/光/卷/商/老,True,GOLD/SILVER
chết,折,U+6298,190,2,0,0.0,,升/孤/幷/所/打,True,GOLD/SILVER
vì,為,U+70BA,189,2,0,0.0,,唐/夸/店/庙/庭,True,GOLD/SILVER
một,没,U+6CA1,188,3,0,0.0,,受/壽/夏/多/妄,True,GOLD/SILVER
dạy,代,U+4EE3,187,3,0,0.0,,㕮/七/不/代/以,True,GOLD/SILVER
ba,巴,U+5DF4,182,4,0,0.0,,四/己/已/巳/巴,True,GOLD/SILVER
sinh,生,U+751F,180,4,0,0.0,,年/生/麾,True,GOLD/SILVER
le,离,U+79BB,177,2,0,0.0,,㸔/内/出/啻/嚼,True,GOLD/SILVER
cùng,其,U+5176,171,1,0,0.0,,丑/兵/其/具/安,True,GOLD/SILVER
của,古,U+53E4,169,2,0,0.0,,万/云/友/古/右,True,GOLD/SILVER
nhà,茹,U+8339,169,1,0,0.0,,兹/和/品/妄/委,True,GOLD/SILVER
lên,連,U+9023,167,3,0,0.0,,㮚/䢖/嶃/建/廻,True,GOLD/SILVER
nghe,宜,U+5B9C,167,2,0,0.0,,宜/宣/府/疽/皆,True,GOLD/SILVER
thế,世,U+4E16,165,5,0,0.0,,世,True,GOLD
mặt,末,U+672B,162,5,0,0.0,,丰/卷/未/末/来,True,GOLD/SILVER
ngày,時,U+6642,157,3,0,0.0,,䍧/䏷/呼/哷/将,True,GOLD/SILVER
trước,畧,U+7567,156,3,0,0.0,,恩/畧/異/累/褰,True,GOLD/SILVER
vua,君,U+541B,156,1,0,0.0,,伺/何/個/傾/兩,True,GOLD/SILVER
ăn,安,U+5B89,155,1,0,0.0,,受/咬/唼/喚/女,True,GOLD/SILVER
vào,包,U+5305,148,1,0,0.0,,乞/侯/包/厄/囘,True,GOLD/SILVER
xác,壳,U+58F3,148,1,0,0.0,,亮/克/兗/党/堯,True,GOLD/SILVER
biết,别,U+522B,147,2,0,0.0,,倒/列/别/到/則,True,GOLD/SILVER
mọi,每,U+6BCF,140,2,0,0.0,,姦/安/母/每,True,GOLD/SILVER
hơn,欣,U+6B23,137,1,0,0.0,,倐/吹/坂/坎/坡,True,GOLD/SILVER
từ,自,U+81EA,136,3,0,0.0,,目/自,True,GOLD
gian,間,U+9593,132,1,0,0.0,,周/問/圎/圖/悶,True,GOLD/SILVER
kia,其,U+5176,132,2,0,0.0,,其/具/夏/奠/是,True,GOLD/SILVER
muốn,悶,U+60B6,130,4,0,0.0,,冏/周/問/圈/園,True,GOLD/SILVER
hạ,下,U+4E0B,129,2,0,0.0,,下/卡/夲/奈/尽,True,GOLD/SILVER
hai,咍,U+548D,128,1,0,0.0,,㘴/㽞/临/以/似,True,GOLD/SILVER
quỷ,鬼,U+9B3C,126,2,0,0.0,,厯/圈/岂/忠/忽,True,GOLD/SILVER
đoạn,断,U+65AD,123,1,0,0.0,,判/刮/却/卻/和,True,GOLD/SILVER
bắt,扒,U+6252,122,5,0,0.0,,厾/和/孔/孤/我,True,GOLD/SILVER
lẽ,理,U+7406,122,1,0,0.0,,埋/理,True,GOLD
khác,恪,U+606A,119,2,0,0.0,,之/修/啓/将/怜,True,GOLD/SILVER
lành,冷,U+51B7,119,4,0,0.0,,冷/合/命/奏/泠,True,GOLD/SILVER
nói,呐,U+5450,117,2,0,0.0,,呐/呬/呵/咽/四,True,GOLD/SILVER
bỏ,補,U+88DC,116,2,0,0.0,,傳/徐/神/補/适,True,GOLD/SILVER
ra,囉,U+56C9,113,1,0,0.0,,㘴/㽞/䍐/兕/呢,True,GOLD/SILVER
về,𧗱,U+275F1,108,3,0,0.0,,付/佳/侍/侑/備,True,GOLD/SILVER
cha,吒,U+5412,107,1,0,0.0,,乇/任/吃/吒/宅,True,GOLD/SILVER
đất,坦,U+5766,106,1,0,0.0,,四/坦/垣/妃,True,GOLD/SILVER
công,功,U+529F,104,2,0,0.0,,功,True,GOLD
xin,真,U+771F,104,1,0,0.0,,夏/安/寘/慎/真,True,GOLD/SILVER
theo,燒,U+71D2,103,4,0,0.0,,壊/焼/燒,True,GOLD/SILVER
đánh,打,U+6253,103,3,0,0.0,,和/壬/好/打/日,True,GOLD/SILVER
lắm,凜,U+51DC,101,1,0,0.0,,凜/原/導/屧/廕,True,GOLD/SILVER
đấy,帝,U+5E1D,101,2,0,0.0,,事/居/希/帝/席,True,GOLD/SILVER
phạt,罰,U+7F70,99,3,0,0.0,,罰/蜀/𦋺,True,GOLD/SILVER
cầu,求,U+6C42,96,3,0,0.0,,來/未/来/水/求,True,GOLD/SILVER
mươi,邁,U+9081,95,1,0,0.0,,更/籩/薑/迤/通,True,GOLD/SILVER
tin,信,U+4FE1,95,2,0,0.0,,仿/传/位/侍/侯,True,GOLD/SILVER
mất,末,U+672B,94,1,0,0.0,,未/末/求/禾,True,GOLD/SILVER
để,底,U+5E95,94,3,0,0.0,,哀/塵/夜/底/感,True,GOLD/SILVER
chi,之,U+4E4B,92,3,0,0.0,,之/乏/文,True,GOLD/SILVER
nguyện,願,U+9858,91,4,0,0.0,,履/親/頋/領/顇,True,GOLD/SILVER
nhiều,饒,U+9952,91,2,0,0.0,,䇿/僥/院/饒/黄,True,GOLD/SILVER
xin,嗔,U+55D4,91,2,0,0.0,,冥/哨/喚/嗔/噴,True,GOLD/SILVER
pha,葩,U+8469,90,1,0,0.0,,丶/之/了/塟/庵,True,GOLD/SILVER
thần,神,U+795E,89,3,0,0.0,,仰/伸/神,True,GOLD/SILVER
ý,意,U+610F,89,1,0,0.0,,意,True,GOLD
chớ,渚,U+6E1A,88,1,0,0.0,,传/凊/堵/消/涛,True,GOLD/SILVER
an,安,U+5B89,86,1,0,0.0,,女/妄/妥/安,True,GOLD/SILVER
mặc,黙,U+9ED9,85,3,0,0.0,,㸃/然/遐/鉄/黔,True,GOLD/SILVER
biết,別,U+5225,84,2,0,0.0,,別/到/創,True,GOLD/SILVER
sa,沙,U+6C99,82,3,0,0.0,,伏/伙/应/次/江,True,GOLD/SILVER
đàng,堂,U+5802,81,1,0,0.0,,堂/孝/室/幸/意,True,GOLD/SILVER
truyện,傳,U+50B3,80,2,0,0.0,,傳/将,True,GOLD/SILVER
giết,折,U+6298,77,2,0,0.0,,两/册/刑/判/打,True,GOLD/SILVER
na,那,U+90A3,77,2,0,0.0,,即/邢/那/郡,True,GOLD/SILVER
thương,傷,U+50B7,76,2,0,0.0,,傉/傍/傷/僑/僚,True,GOLD/SILVER
ơn,恩,U+6069,76,2,0,0.0,,恩,True,GOLD
bụt,孛,U+5B5B,73,1,0,0.0,,字/孛/孝/季/学,True,GOLD/SILVER
việc,役,U+5F79,72,3,0,0.0,,仗/佺/度/役/微,True,GOLD/SILVER
chăng,生,U+751F,68,1,0,0.0,,主/在/生/𡉄,True,GOLD/SILVER
phê,批,U+6279,66,1,0,0.0,,孔/孤/托/批/抑,True,GOLD/SILVER
bằng,平,U+5E73,65,1,0,0.0,,平/年/手/甲/羊,True,GOLD/SILVER
chân,真,U+771F,65,1,0,0.0,,夏/直/真,True,GOLD/SILVER
khuyên,勧,U+52E7,65,2,0,0.0,,勘/勛/勧/郎/面,True,GOLD/SILVER
nô,奴,U+5974,65,1,0,0.0,,双/叔/奴/如/放,True,GOLD/SILVER
sang,郎,U+90CE,65,2,0,0.0,,昂/昻/爺/節/許,True,GOLD/SILVER
thưa,踈,U+8E08,64,1,0,0.0,,妹/姝/殊/煉/睡,True,GOLD/SILVER
chức,聀,U+8040,63,2,0,0.0,,取/娥/我/敢/残,True,GOLD/SILVER
chước,斫,U+65AB,62,2,0,0.0,,仰/作/列/刷/劝,True,GOLD/SILVER
khóc,哭,U+54ED,62,1,0,0.0,,哭/災/突/笑/𰩬,True,GOLD/SILVER
kẻo,矯,U+77EF,62,1,0,0.0,,冠/屬/犒/矯/腐,True,GOLD/SILVER
áo,襖,U+8956,59,1,0,0.0,,俟/禊/禋/禎/禝,True,GOLD/SILVER
sẽ,仕,U+4ED5,58,1,0,0.0,,仕/付/伴,True,GOLD
bỏ,𥙷,U+25677,57,1,0,0.0,,掩/斾/𥙷,True,GOLD/SILVER
cùng,穷,U+7A77,57,1,0,0.0,,亦/剪/好/定/察,True,GOLD/SILVER
dù,油,U+6CB9,57,1,0,0.0,,油/神/迪,True,GOLD/SILVER
thật,实,U+5B9E,57,1,0,0.0,,㬰/契/宋/实/座,True,GOLD/SILVER
nói,内,U+5185,55,1,0,0.0,,内/呬/咽/哂/四,True,GOLD/SILVER
ong,翁,U+7FC1,54,1,0,0.0,,坌/并/弃/弇/翁,True,GOLD/SILVER
trả,把,U+628A,53,1,0,0.0,,把/昭/犯/船,True,GOLD/SILVER
cả,哿,U+54FF,52,2,0,0.0,,冊/冬/哿/守/将,True,GOLD/SILVER
đây,低,U+4F4E,52,1,0,0.0,,似/低/爬,True,GOLD/SILVER
mười,邁,U+9081,50,1,0,0.0,,通/逼/遇/遍/過,True,GOLD/SILVER
tớ,四,U+56DB,50,1,0,0.0,,四,True,GOLD
bề,皮,U+76AE,49,1,0,0.0,,及/友/度/波/犮,True,GOLD/SILVER
chưa,渚,U+6E1A,49,2,0,0.0,,堵/昇/法/消/涛,True,GOLD/SILVER
nay,尼,U+5C3C,48,1,0,0.0,,云/卷/右/君/尺,True,GOLD/SILVER
thí,施,U+65BD,48,1,0,0.0,,庭/施/証,True,GOLD/SILVER
giục,逐,U+9010,47,1,0,0.0,,極/迅/迎/返/迩,True,GOLD/SILVER
láng,朗,U+6717,44,1,0,0.0,,朗,True,GOLD
điều,調,U+8ABF,44,1,0,0.0,,姻/朝/調/退,True,GOLD/SILVER
chồng,重,U+91CD,43,1,0,0.0,,奎/重,True,GOLD/SILVER
tốt,卒,U+5352,43,1,0,0.0,,卒/夲/奉/率/辛,True,GOLD/SILVER
bao,包,U+5305,42,1,0,0.0,,乞/包/巳/色/𠮥,True,GOLD/SILVER
giặc,賊,U+8CCA,42,1,0,0.0,,賊/賦,True,GOLD/SILVER
sai,差,U+5DEE,42,1,0,0.0,,差/篇,True,GOLD/SILVER
được,時,U+6642,42,1,0,0.0,,将/時/詩,True,GOLD/SILVER
qua,戈,U+6208,41,1,0,0.0,,戈/戊/戋,True,GOLD/SILVER
địa,地,U+5730,41,1,0,0.0,,地/施/比/池/阤,True,GOLD/SILVER
min,綿,U+7DBF,40,1,0,0.0,,㱕/婢/烰/磊/紹,True,GOLD/SILVER
ngục,獄,U+7344,40,1,0,0.0,,似/微/撼/欲/歓,True,GOLD/SILVER
tay,腮,U+816E,39,1,0,0.0,,咫/理/瑰/緦/腮,True,GOLD/SILVER
thôi,退,U+9000,38,1,0,0.0,,䢖/退/遇/里,True,GOLD/SILVER
xa,車,U+8ECA,38,1,0,0.0,,年/率/車,True,GOLD/SILVER
dưới,𢃄,U+220C4,37,1,0,0.0,,帯/𢃄,True,GOLD/SILVER
hay,咍,U+548D,37,1,0,0.0,,以/似/冶/吃/名,True,GOLD/SILVER
chảy,沚,U+6C9A,35,2,0,0.0,,仙/北/址/征/暑,True,GOLD/SILVER
gửi,改,U+6539,35,1,0,0.0,,改/攺/汶/陵,True,GOLD/SILVER
quê,圭,U+572D,34,1,0,0.0,,圭,True,GOLD
xưng,称,U+79F0,34,1,0,0.0,,存/弥/称/稃/郡,True,GOLD/SILVER
ma,魔,U+9B54,33,1,0,0.0,,億/廣/慰/應/懬,True,GOLD/SILVER
chữ,字,U+5B57,32,2,0,0.0,,与/字/守,True,GOLD/SILVER
hãy,矣,U+77E3,32,1,0,0.0,,多/尺/災/矣/突,True,GOLD/SILVER
liệt,列,U+5217,32,2,0,0.0,,列/到/延,True,GOLD/SILVER
bên,边,U+8FB9,31,1,0,0.0,,也/边,True,GOLD/SILVER
càng,強,U+5F37,31,1,0,0.0,,弘/強/滛/除/雄,True,GOLD/SILVER
liền,蓮,U+84EE,31,1,0,0.0,,厘/蓮/運,True,GOLD/SILVER
em,㛪,U+36EA,30,1,0,0.0,,娩/婉/婘/媚/媿,True,GOLD/SILVER
cao,髙,U+9AD9,29,1,0,0.0,,髙,True,GOLD
thư,書,U+66F8,29,1,0,0.0,,書,True,GOLD
cậy,忌,U+5FCC,28,1,0,0.0,,忌/忘/焉,True,GOLD/SILVER
muôn,門,U+9580,28,1,0,0.0,,之/門/閃,True,GOLD/SILVER
phó,付,U+4ED8,28,1,0,0.0,,付,True,GOLD
sự,亊,U+4E8A,28,1,0,0.0,,亊,True,GOLD
tay,思,U+601D,28,1,0,0.0,,思/理/瑰/緦/魂,True,GOLD/SILVER
xưa,𥘉,U+25609,28,2,0,0.0,,𥘉/𭃡,True,GOLD/SILVER
gặp,及,U+53CA,27,1,0,0.0,,及/反,True,GOLD
không,空,U+7A7A,27,1,0,0.0,,空/𫞹,True,GOLD/SILVER
mát,沫,U+6CAB,27,1,0,0.0,,侏/床/殊/沫/洙,True,GOLD/SILVER
năn,唯,U+552F,26,1,0,0.0,,准/唯/淮/难/雅,True,GOLD/SILVER
chúng,衆,U+8846,25,2,0,0.0,,蠡/衆,True,GOLD/SILVER
chọn,撰,U+64B0,25,1,0,0.0,,庚/復/捶/接/摂,True,GOLD/SILVER
gian,奸,U+5978,25,1,0,0.0,,奸/杆/許,True,GOLD/SILVER
tượng,像,U+50CF,25,1,0,0.0,,像/豫/𰂸,True,GOLD/SILVER
phạm,犯,U+72AF,24,2,0,0.0,,卵/征/犯/肥,True,GOLD/SILVER
tháng,倘,U+5018,24,1,0,0.0,,传/伪/倘/偽/僃,True,GOLD/SILVER
tỏ,訴,U+8A34,24,1,0,0.0,,新/欬/許/訴/詐,True,GOLD/SILVER
bay,悲,U+60B2,23,1,0,0.0,,恋/恐/悲,True,GOLD/SILVER
chùa,厨,U+53A8,23,1,0,0.0,,厨/尉,True,GOLD/SILVER
giê,枝,U+679D,23,2,0,0.0,,伎/岐/技/枝,True,GOLD
lớn,懶,U+61F6,23,1,0,0.0,,廟/懶/搠/順/類,True,GOLD/SILVER
hãm,𨺻,U+28EBB,22,1,0,0.0,,㷔/循/慆/消/𨺻,True,GOLD/SILVER
nhong,戎,U+620E,22,1,0,0.0,,㦯/式/戎/我/氏,True,GOLD/SILVER
ép,押,U+62BC,22,1,0,0.0,,押,True,GOLD
cây,核,U+6838,21,1,0,0.0,,枝/核,True,GOLD/SILVER
hoàng,皇,U+7687,21,1,0,0.0,,皇,True,GOLD
hồ,虖,U+8656,20,1,0,0.0,,虎/𮓙,True,GOLD/SILVER
khăn,巾,U+5DFE,20,2,0,0.0,,巾,True,GOLD
ma,麻,U+9EBB,20,1,0,0.0,,奔/屏/春/腐/麻,True,GOLD/SILVER
thuốc,束,U+675F,20,1,0,0.0,,來/束/荣,True,GOLD/SILVER
chừa,除,U+9664,19,2,0,0.0,,涂/除,True,GOLD/SILVER
câu,枸,U+67B8,19,1,0,0.0,,杓/枸/栒/狗,True,GOLD/SILVER
nghe,宐,U+5B90,18,1,0,0.0,,宐/直/石,True,GOLD/SILVER
vì,位,U+4F4D,18,1,0,0.0,,位/在/𦀇,True,GOLD/SILVER
kẻo,喬,U+55AC,17,1,0,0.0,,喬/鳳/鳶,True,GOLD/SILVER
bán,半,U+534A,15,2,0,0.0,,丰/半/手/申,True,GOLD/SILVER
chứng,証,U+8A3C,15,1,0,0.0,,証,True,GOLD
cãi,改,U+6539,15,1,0,0.0,,㐫/改/攺,True,GOLD/SILVER
ki,其,U+5176,15,1,0,0.0,,其/具/冥/蔞/𫞲,True,GOLD/SILVER
mùi,味,U+5473,15,1,0,0.0,,味/朱,True,GOLD/SILVER
đuối,対,U+5BFE,15,1,0,0.0,,姓/对/対/府/时,True,GOLD/SILVER
chuộc,贖,U+8D16,14,1,0,0.0,,續/賻/贖,True,GOLD/SILVER
chữa,助,U+52A9,14,1,0,0.0,,助/勁,True,GOLD/SILVER
vợ,婦,U+5A66,14,2,0,0.0,,婦/媚,True,GOLD/SILVER
chơi,制,U+5236,13,1,0,0.0,,制/創/𠛴,True,GOLD/SILVER
cám,感,U+611F,13,1,0,0.0,,感,True,GOLD
hư,虚,U+865A,13,1,0,0.0,,虚/𮓡,True,GOLD/SILVER
hỏi,𠳨,U+20CE8,12,1,0,0.0,,匆/妥/安/将/悔,True,GOLD/SILVER
nha,牙,U+7259,12,2,0,0.0,,牙,True,GOLD
mọi,毎,U+6BCE,11,1,0,0.0,,毎,True,GOLD
ti,司,U+53F8,11,1,0,0.0,,刁/可/司,True,GOLD/SILVER
chạy,豸,U+8C78,10,1,0,0.0,,多/家/爱/融/豸,True,GOLD/SILVER
gánh,挭,U+632D,10,1,0,0.0,,押/授/搜,True,GOLD/SILVER
lên,年,U+5E74,10,1,0,0.0,,年/生,True,GOLD
đã,拖,U+62D6,10,1,0,0.0,,乇/屯/托/掩,True,GOLD/SILVER
rừng,楼,U+697C,9,1,0,0.0,,撥/楼/𥟀,True,GOLD/SILVER
vững,凭,U+51ED,9,1,0,0.0,,凭,True,GOLD
hãi,駭,U+99ED,8,1,0,0.0,,駭,True,GOLD
ngay,宜,U+5B9C,8,1,0,0.0,,宜/宣/直,True,GOLD
năm,𠄼,U+2013C,8,1,0,0.0,,朝/瓠/郁/酢/面,True,GOLD/SILVER
phòng,房,U+623F,8,1,0,0.0,,房,True,GOLD
trước,略,U+7565,8,1,0,0.0,,呧/略,True,GOLD/SILVER
tường,詳,U+8A73,8,2,0,0.0,,詳,True,GOLD
chung,終,U+7D42,7,1,0,0.0,,籐/終,True,GOLD/SILVER
du,𠱋,U+20C4B,7,1,0,0.0,,由,True,GOLD
lại,耒,U+8012,7,1,0,0.0,,本/述,True,GOLD/SILVER
xanh,撑,U+6491,7,1,0,0.0,,撑,True,GOLD
đổ,堵,U+5835,7,1,0,0.0,,坊/堵,True,GOLD/SILVER
đừng,仃,U+4EC3,7,1,0,0.0,,仃/灯,True,GOLD
chầu,朝,U+671D,6,1,0,0.0,,朝/霸,True,GOLD/SILVER
coi,瑰,U+7470,6,1,0,0.0,,塊/瑰/魂/魏,True,GOLD/SILVER
mua,模,U+6A21,6,2,0,0.0,,模,True,GOLD
nhiệm,冉,U+5189,6,1,0,0.0,,冉,True,GOLD
