ocr_char,syllable,n_rows,n_pages,n_books,tiers,char_in_dict,dict_readings_of_char,n_dict_chars_for_syllable,dict_chars_for_syllable,similar_hit,gold_count,verdict,true_char,sample_images
尋,ông,2,2,2,REVIEW,True,chầm giầm rầm tìm tòm tùm tầm tằm,17, 嗡 東 王 翁 蓊 螉 鶲 䈵 𣸜 𩔚 𪂔 𪪳 󰎰 塕 滃 鹟,,68,,,
虎,hồ,2,2,2,REVIEW,True,hố hổ,68,乎 和 壶 壺 壼 弧 摢 核 楜 沍 湖 烀 煳 狐 猢 瑚 瓠 瓡 着 糊,虖,7,,,gold/stt2_page_0092_c02_035.png gold/stt11_page_0248_c02_018.png
尋,sau,2,2,1,REVIEW,True,chầm giầm rầm tìm tòm tùm tầm tằm,37,嗟 娄 婁 差 搂 楼 牢 畧 畱 瘥 窂 罒 荖 蹉 䁟 𡕘 𡘠 𡢐 𢀞 𢀠,,68,,,
災,một,2,2,1,REVIEW,True,tai,37,        𱥺 刎 圽 堆 墓 更 歾 歿 殁 殳 沒 没,,0,,,
尚,núi,2,2,1,REVIEW,True,chuộng sượng thượng thảng thằng,5,倂 㘨 𡶀 𤂬 󱳇,,0,,,
李,bụt,2,2,1,REVIEW,True,lí lý,15, 佛 侼 勃 孛 悖 柏 桲 荸 𠍤 𡥇 𡥞 𪣽 󱟣 󱟤,孛,0,,,gold/stt4_page_0218_c09_175.png gold/stt4_page_0256_c09_188.png
𭣣,thâu,2,2,1,REVIEW,True,thu,26,偷 偸 収 受 媮 愉 收 敊 秋 虛 輸 输 鋀 鍮 黈 龝 㧃 𠬧 𦀏 𨪐,,0,,,
𧺫,sáu,2,2,1,REVIEW,True,khỉ khởi,7,了 婅 老 𠯿 𦒹 󰔝 󰮏,,0,,,
李,thầy,2,2,1,REVIEW,True,lí lý,8,  偨 柴 祡 茈 賴 𪪀,,0,,,
辦,năm,2,2,1,REVIEW,True,biện bạn bẹn,19, 南 年 朩 璏 秊 䄭 𠄼 𠡦 𠦅 𠦚 𠫺 𠬋 𢆥 𦼌 𫡵 𫧣 𫷜 󱙌,,0,,,
的,nói,2,2,1,REVIEW,True,chước duộc giuộc ngươi rích thược trích tôi điếc đét đích đít,14,內 内 叻 吶 呐 唁 尼 曰 訥 㐻 㕯 𠺶 𡗠 𧨣,,2,,,
乎,giữ,2,2,1,REVIEW,True,hô hồ,38,𱠎 𰑚 与 佇 咛 啔 宁 守 抒 拧 擰 渚 竚 與 貯 㑏 𡀐 𡦂 𡨸 𡨹,抒,0,,,gold/stt11_page_0196_c05_093.png gold/stt11_page_0206_c09_192.png
藴,rối,2,2,1,REVIEW,True,uấn uẩn uốn,14,𰦫 𱹻 対 對 磊 綏 𤂬 𤞖 𤢿 𦆹 𦇒 𫃸 𬗔 󰑚,,0,,,
蘆,thơm,2,2,1,REVIEW,True,lau lô lư lờ lừa lựa,7,摻 磸 貪 𦹳 𩡋 𬳦 󰉼,,0,,,
淸,le,2,2,1,REVIEW,True,thanh thinh thênh thảnh,15,囄 离 藜 離 魑 黎 䅻 𠲥 𠻗 𨾫 𩀌 𪅆 𫤡 󰌑 󱪏,,0,,,
蘭,ran,2,2,1,REVIEW,True,chan lan lanh làn lơn tràn,7,噒 攔 散 灡 㘓 𪢠 𬞕,,14,,,
混,con,2,2,1,REVIEW,True,côn cổn hỏn hồn hổn hỗn hộn kon xổn,15,ヌ  婫 岞 昆 晜 罤 群 㒭 𡥵 𣋥 𤙭 𥊽 𧲟 𫴾,昆,4,,,
㸃,bảy,2,2,1,REVIEW,True,bếp chúm chấm điểm đém đêm đóm đếm,16,  副 摆 斎 疲 罢 罷 羆 𠐌 𠤩 𣘓 𦉱 𦋼 𧟽 𬙞,,0,,,
燭,giảng,2,2,1,REVIEW,True,chúc luộc đuốc,6,耩 講 讲 顜 𧪸 𧪿,,4,,,
燔,sôi,2,2,1,REVIEW,True,phiền phàn phần phừng,15,傕 催 吹 炊 熣 碎 雷 㵢 𢐝 𣣛 𤉚 𤐝 𥋸 𥸷 𤉓,,0,,,
寽,ra,2,2,1,REVIEW,True,liệt loát luật lư,37,    𱜂 出 加 囉 囖 威 廾 歯 羅 群 蔞 𠚢 𦉼 𦋦 𪜀 𪞷,,0,,,
密,ra,2,2,2,REVIEW,True,mất mật mặt,37,    𱜂 出 加 囉 囖 威 廾 歯 羅 群 蔞 𠚢 𦉼 𦋦 𪜀 𪞷,,1,,,
在,ấy,2,2,2,REVIEW,True,dổ nhổ tại,32,𱍸 乙 倚 噫 娎 帝 悥 意 憶 椅 衣 衤 𠂎 𠋣 𠶷 𢡃 𧘇 𪬫 𫢚 󰀎,,1,,,
圭,thánh,2,1,1,REVIEW,True,khoai khuê khỏe que quê quở,33,偺 咱 喒 圣 垩 堊 琞 聖 聽 請 㑑 㗂 䎴 𠄵 𡃑 𡉄 𡑺 𤦨 𤪈 𥅶,,35,,,
寗,và,2,2,2,REVIEW,True,ninh rù trữ,17,叵 吧 和 喡 巴 為 頗 𠄧 𡂄 𡝕 𢯓 𢯠 𢽼 𣀟 𩑼 𪽡 𬏓,,0,,,
灼,đốt,2,2,2,REVIEW,True,chước,30,咄 嘥 拙 挨 捽 杌 柮 淬 炪 焠 胐 茁 葖 飿 饳 㤕 㷝 𢪄 𢬪 𢱞,,0,,,
楽,nhạo,2,2,1,REVIEW,True,lạc ngác nhác nhạc,15,乐 噵 嚛 樂 衜 衟 道 䤕 𠐵 𠿱 𡬹 𨔞 𨕥 𨖁 𨗓,樂,0,,,
㽞,hay,2,2,1,REVIEW,True,lưu,23, 処 台 呍 咍 唭 熊 特 竜 而 耐 能 螚 䏻 𠄩 𣕘 𦝕 𫧇 𫨩 󰀉,,0,,,
富,xuống,2,2,2,REVIEW,True,phú,17, 下 笹 𠁑 𠖈 𡬈 𨑜 𪧍 𫳭 𫴋 𬕹 𬺗 󰞘 󰡎 󱚏 󱟫 󱪞,,9,,,
蠏,ong,2,2,1,REVIEW,True,cua giải ải,25,翁 蚌 蜂 螉 蠭 䗦 䗬 𧉳 𧊩 𧋴 𧒒 𧓶 𧔧 𪪳 󱤇 󱹀 凍 咚 喠 容,,0,,,
淹,sông,2,2,2,REVIEW,True,im yêm yểm êm ôm ươm ấm,10,槣 江 滝 漗 瀧 秦 㳘 𤯩 𪷹 󱦿,,0,,,
白,đến,2,2,2,REVIEW,True,bá bác bạc bạch nhật trắng,21,且 但 倎 典 彣 敟 旦 細 蛋 貝 㫜 䓦 𠔓 𠔩 𠔰 𢻅 𣅂 𥮏 𦤾 𦥃,且 旦,2,,,gold/stt11_page_0244_c02_040.png
密,hai,2,2,2,REVIEW,True,mất mật mặt,18, 侼 台 咍 怡 檯 瓵 臺 邰 颱 鮐 㣍 𠄩 𠄽 𠘭 𡐬 𪱜 󰀘,,1,,,
熖,đốt,2,2,1,REVIEW,True,dim diêm diễm,30,咄 嘥 拙 挨 捽 杌 柮 淬 炪 焠 胐 茁 葖 飿 饳 㤕 㷝 𢪄 𢬪 𢱞,,0,,,
為,thẳng,2,1,1,REVIEW,True,gì ngụy vay ve veo vi vy và vài vây vê vì,17,倘 儻 徜 梄 様 躺 𣦎 𣦛 𥊢 𥊣 𫤁 𬆅 𬆈 󱙶 󱦚 󱦜 󱩫,,179,,,
坌,ông,2,2,1,REVIEW,True,bồn bộn phần,17, 嗡 東 王 翁 蓊 螉 鶲 䈵 𣸜 𩔚 𪂔 𪪳 󰎰 塕 滃 鹟,,0,,,
衆,ca,2,2,1,REVIEW,True,chúng với,48, 𰙔 卡 可 咔 咖 咯 哥 喀 嘎 嘠 尕 尜 擖 旭 旮 札 歌 毠 渮,,24,,,
衆,chóng,2,2,2,REVIEW,True,chúng với,12,𢶢 𨄞 𨖼 𨙛 𪭮 𫏢 𬩓 󰕛 󰵅 󱂵 󱡃 󱩰,,24,,,
蝎,ve,2,2,1,REVIEW,True,hiết hạt rít rết xác yết,14,噅 悲 撝 為 蜲 蟡 覥 䃣 𡐮 𢠿 𤳰 𬠄 槢 粔,,0,,,
寧,sự,2,2,1,REVIEW,True,nanh ninh nành trữ,16,亊 事 剚 叓 殖 耡 锄 麆 㕝 𠁱 𠫺 𠭆 𠭏 𤔇 筛 篩,,1,,,
寧,và,2,2,1,REVIEW,True,nanh ninh nành trữ,17,叵 吧 和 喡 巴 為 頗 𠄧 𡂄 𡝕 𢯓 𢯠 𢽼 𣀟 𩑼 𪽡 𬏓,,1,,,
𰂸,tượng,2,2,1,REVIEW,False,,14,傢 像 匞 匠 樣 橡 潒 蟓 襐 象 𤉢 𤊱 𤩪 𧰼,,0,,,
在,ra,2,2,1,REVIEW,True,dổ nhổ tại,37,    𱜂 出 加 囉 囖 威 廾 歯 羅 群 蔞 𠚢 𦉼 𦋦 𪜀 𪞷,,1,,,
辞,sau,2,2,2,REVIEW,True,người từ,37,嗟 娄 婁 差 搂 楼 牢 畧 畱 瘥 窂 罒 荖 蹉 䁟 𡕘 𡘠 𡢐 𢀞 𢀠,,3,,,
寺,đứng,2,2,1,REVIEW,True,nghiêm thì thời tự,16, 停 朩 等 蹱 鄧 頂 䒭 䓁 𠎬 𠚤 𡬝 𡬦 𢌭 𥪸 𨅸,等,329,,,
清,le,2,2,1,REVIEW,True,mưa sảnh thanh thinh thành thênh thảnh xênh,15,囄 离 藜 離 魑 黎 䅻 𠲥 𠻗 𨾫 𩀌 𪅆 𫤡 󰌑 󱪏,,2,,,
百,trinh,2,1,1,REVIEW,True,bá bách mạch trăm,29,侦 偵 寊 幀 桢 楨 浈 湞 祯 禎 貞 贞 赪 赬 遉 銵 鍞 鏗 頳 㡠,偵,0,,,gold/stt2_page_0058_c03_060.png gold/stt2_page_0058_c04_082.png
薊,trời,2,2,1,REVIEW,True,ké kế,13, 俼 天 旹 𠅜 𠳒 𡗶 𢚸 𣈗 𫯝 𫶸 󱞿 沈,,0,,,
𮪍,cười,2,2,1,REVIEW,True,cưỡi,7,匕 唭 宼 䶞 𪤺 𫫀 󱛲,,3,,,
杜,dở,2,2,1,REVIEW,True,dò dõ dỗ giỗ nhổ rổ trỗ đũa đậu đọ đỏ đổ,20,  𱠎 𱟩 唋 懙 渚 與 返 𠶁 𠽙 𡁎 𢪀 𢷣 𤊪 𧿨 𫺙 󰇥 󰇾 󱦣,,7,,,
蜀,rầy,2,2,1,REVIEW,True,thục xoạc xọc đục,9,唻 喍 淶 𠮹 𣈙 𧍍 𧍐 𫪁 󱛾,,0,,,
寸,phạt,2,2,1,REVIEW,True,dón són thuỗn thốn thổn xốn,17,伐 傠 垡 帗 撥 栰 橃 瞂 筏 罚 罰 罸 𠟑 𠟟 𦋬 紱 绂,,0,,,
蜂,thờ,2,2,2,REVIEW,True,bạng ong phong,25,𰨂 俆 徐 悇 扵 承 於 烏 祀 祠 蜍 蠩 賒 踈 除 䜹 𠄜 𣱏 𤋬 𤕘,,11,,,
㽞,là,2,2,2,REVIEW,True,lưu,31,  𱺵 卥 号 囉 容 廾 時 浪 纙 罗 羅 買 邏 㼈 𢌬 𦉼 𦋝 𦌴,,0,,,
辛,thầy,2,2,1,REVIEW,True,tân tâng tăn tơn,8,  偨 柴 祡 茈 賴 𪪀,,0,,,
寶,xuống,2,2,2,REVIEW,True,báu bảo bửu thực,17, 下 笹 𠁑 𠖈 𡬈 𨑜 𪧍 𫳭 𫴋 𬕹 𬺗 󰞘 󰡎 󱚏 󱟫 󱪞,,0,,,
𦤺,chì,2,2,2,REVIEW,True,nhí trí,8,坁 坻 持 迡 鈘 䰙 𨦥 𨨲,,0,,,
產,càng,2,2,1,REVIEW,True,sản sẵn sởn,17,乾 亘 岡 強 强 彊 犟 綱 𢏟 𣚦 𥆁 𧈧 𧖑 𪨈 𫋙 𮜓 󱢥,,1,,,
尺,ni,2,2,1,REVIEW,True,chỉ sệch xách xích xạch xế xếch xệch xịch,23,伲 你 呢 妮 尼 怩 旎 昵 柅 檷 秜 鈮 铌 㞾 䛏 𠼱 𠽬 𡰱 𡲌 𢘒,,0,,,
机,gãy,2,2,1,REVIEW,True,cơ cờ khi ki ky kì kỷ,17,技 折 摺 核 歽 翼 㪿 𢭮 𢴛 𣂚 𣂟 𣂫 𣂲 𣂹 𪮣 󰊧 󱣼,,0,,,
淫,ra,2,2,1,REVIEW,True,dim dâm dầm giầm giặm râm rầm sậm sặm thấm trạm xạm,37,    𱜂 出 加 囉 囖 威 廾 歯 羅 群 蔞 𠚢 𦉼 𦋦 𪜀 𪞷,,0,,,
岂,hay,2,2,1,REVIEW,True,khải khỉ khởi,23, 処 台 呍 咍 唭 熊 特 竜 而 耐 能 螚 䏻 𠄩 𣕘 𦝕 𫧇 𫨩 󰀉,,0,,,
盗,nghe,2,2,1,REVIEW,True,trộm đạo,24,儀 冝 宐 宜 浪 牐 義 賖 㝖 𠖃 𠣨 𠵌 𡧧 𡨆 𡪀 𡪏 𢪀 𣦍 𥪺 𥫃,,1,,,
岀,đốt,2,2,1,REVIEW,True,xuất,30,咄 嘥 拙 挨 捽 杌 柮 淬 炪 焠 胐 茁 葖 飿 饳 㤕 㷝 𢪄 𢬪 𢱞,茁,0,,,gold/stt4_page_0070_c07_147.png
荷,lời,2,2,1,REVIEW,True,gã hà hạ hầu,27,例 俐 分 利 吝 唎 坘 塁 痢 行 調 𠅜 𠇮 𠜫 𠳐 𠳒 𡗶 𢈱 𢚸 𥒥,,1,,,
燹,mẹ,2,1,1,REVIEW,True,tiển,9,姆 媄 憽 毋 母 美 袄 那 㜫,,0,,,
益,đầy,2,2,1,REVIEW,True,dát dật ích ải ịch,16,台 提 柴 箈 苔 菭 薹 䈚 𠫅 𠫆 𣹓 𧀟 𨃐 𪞅 󰐗 󰮙,,9,,,
莒,đày,2,2,1,REVIEW,True,cử lạ lữ rữa,20,台 怡 檯 瓵 箈 臺 苔 菭 薹 邰 颱 鮐 㣍 䈚 𠘭 𡐬 𢰥 𣹓 𨃐 𬨴,,0,,,
𭛁,phát,2,1,1,REVIEW,False,,32,丿 发 彂 撥 発 發 酦 醱 髪 髮 㛲 䯰 䰋 𡞝 𤕥 𤠁 𤼦 𤼲 𤼵 𨱳,,0,,,
由,hung,2,2,1,REVIEW,True,do dô dù ro ru yêu,31,𱏵 兇 凶 匂 匈 哅 忷 恟 汹 洶 胷 胸 訩 詾 讻 酗 雄 㐫 㓙 㕳,,34,,,
𨢄,tay,2,2,1,REVIEW,True,sú xú xũ xấu xổ,14, 塞 壦 思 拪 指 揌 検 碎 腮 遷 𢬣 𪮏 󱭦,,1,,,
深,là,2,2,2,REVIEW,True,thum thâm thăm thẫm thẳm tình,31,  𱺵 卥 号 囉 容 廾 時 浪 纙 罗 羅 買 邏 㼈 𢌬 𦉼 𦋝 𦌴,,0,,,
益,trở,2,2,2,REVIEW,True,dát dật ích ải ịch,37,伹 俎 吕 呂 岨 把 柤 歟 沮 爼 與 詛 謯 跙 踷 郘 鉏 阻 齟 龃,,9,,,
之,muôn,2,2,1,REVIEW,True,ap chi chỉ chị giây gì gì; sao,34,    𲈦 𰿘 万 卍 怺 獴 萬 鎽 門 閍 门 闷 闹 㸘 𠂍 𠃡,,327,,,
華,sau,2,2,2,REVIEW,True,hoa huê hóa,37,嗟 娄 婁 差 搂 楼 牢 畧 畱 瘥 窂 罒 荖 蹉 䁟 𡕘 𡘠 𡢐 𢀞 𢀠,,0,,,
益,mạnh,2,2,1,REVIEW,True,dát dật ích ải ịch,12,勐 命 孟 猛 錳 锰 𠩜 𣏍 𥁝 𥁪 𪹁 艋,,9,,,
淮,chốn,2,2,1,REVIEW,True,choài hoài,10,准 凖 匕 坉 埻 性 注 準 綧 遁,,0,,,
爪,trời,2,2,1,REVIEW,True,chết làm oa quơ trảo trảu trẩu vuốt,13, 俼 天 旹 𠅜 𠳒 𡗶 𢚸 𣈗 𫯝 𫶸 󱞿 沈,,4,,,
華,thầy,2,2,1,REVIEW,True,hoa huê hóa,8,  偨 柴 祡 茈 賴 𪪀,,0,,,
荅,lần,2,2,2,REVIEW,True,hóp tháp đáp đắp đớp,37,各 吝 夤 寅 層 恡 悋 濥 路 㖁 㝙 𠞺 𠫤 𠯌 𠯛 𠲲 𠳈 𠳺 𠳻 𠴽,,0,,,
最,chối,2,2,1,REVIEW,True,chui duỗi toát tíu tòi tõi túi tếu tối tụi đêm,26,𱔁 吷 咄 咥 哾 啜 嘬 嘻 嚉 嚽 欪 欼 涰 磊 綴 諁 餟 𠲝 𠻕 𠼣,,25,,,
淆,tê,2,2,2,REVIEW,True,hào hầu,99,儕 厮 嘶 屖 廝 恓 懠 挤 撕 擠 斯 柶 栖 棲 樨 澌 犀 疪 痹 痺,,1,,,
巍,sau,2,2,2,REVIEW,True,ngoai nguy ngụy,37,嗟 娄 婁 差 搂 楼 牢 畧 畱 瘥 窂 罒 荖 蹉 䁟 𡕘 𡘠 𡢐 𢀞 𢀠,,0,,,
最,tôi,2,2,1,REVIEW,True,chui duỗi toát tíu tòi tõi túi tếu tối tụi đêm,17,倅 晬 淬 焠 熣 的 睟 砕 碎 㳃 𠗚 𣅢 𤏣 𤭢 𪝬 𫇈 𫬮,,25,,,
崦,em,2,2,2,REVIEW,True,yêm,16,俺 奄 腌 英 醃 骯 㛪 𠲖 𦛞 𦜽 𦞴 𦟩 𨉚 𫸽 讒 𡅩,,0,,,
爱,mông,2,2,1,REVIEW,True,quản ái áy,39,冡 又 夢 尨 幪 懞 懵 曚 朦 梦 檬 氋 溕 濛 獴 瞢 矇 礞 艨 蒙,,0,,,
有,quen,2,2,2,REVIEW,True,dựu hơi hỡi hữu hựu vị,18,悁 慣 懁 捐 摜 毌 涓 貫 鋗 㳙 䝺 𢛋 𢞈 𢿒 𧨜 𧵗 𪡵 𬙿,,0,,,
有,thì,2,2,1,REVIEW,True,dựu hơi hỡi hữu hựu vị,56,𱢑 匙 埘 塒 寺 峕 常 提 时 旹 時 晨 曟 榯 氏 畤 秲 茄 莳 蒔,,0,,,
崑,con,2,2,1,REVIEW,True,côn cổn hỏn hổn hỗn hộn kon xổn,15,ヌ  婫 岞 昆 晜 罤 群 㒭 𡥵 𣋥 𤙭 𥊽 𧲟 𫴾,,2,,,
圈,lời,2,2,2,REVIEW,True,khoen khuyên quyên quyền quyển yền yển,27,例 俐 分 利 吝 唎 坘 塁 痢 行 調 𠅜 𠇮 𠜫 𠳐 𠳒 𡗶 𢈱 𢚸 𥒥,,0,,,
峯,và,2,2,1,REVIEW,True,phong,17,叵 吧 和 喡 巴 為 頗 𠄧 𡂄 𡝕 𢯓 𢯠 𢽼 𣀟 𩑼 𪽡 𬏓,,0,,,
𤰞,ty,2,2,1,REVIEW,True,bấy te ti,36,丝 偲 兹 卑 司 啤 庳 撕 榹 澌 痺 禠 箅 糸 絲 緦 纟 缌 罳 虒,,28,,,
朋,thịt,2,2,1,REVIEW,True,bàng bằng bẵng mừng,8, 舌 䏦 𠯑 𡶀 𢀛 𦧘 𬚸,,1,,,
直,chân,2,2,1,REVIEW,True,chợt chực sực trị trịa trực,27,伸 嗔 填 振 搷 甄 眞 真 禛 稹 籈 胗 薽 袗 蹎 鄄 𠤤 𡙊 𤭾 𤮔,,1,,,
岩,núi,2,2,1,REVIEW,True,khom ngồm ngổm nham nhem nhom nhàm nhảm,5,倂 㘨 𡶀 𤂬 󱳇,,0,,,
榴,roi,2,2,1,REVIEW,True,lưu lệu lựu,14,扶 擂 榑 檑 櫑 欂 硬 礧 鞕 鞭 𥵉 𩋸 𩍢 󱬘,,0,,,
朝,sóc,2,2,1,REVIEW,True,chiều chào chìu chầu giàu giầu phải rều triêu triều trào tràu,24,揱 搠 朔 槊 欶 滀 矟 箾 蒴 銏 鎙 閦 㮶 䔠 𣍮 𣓞 𣔒 𥉮 𦙚 𦚿,,34,,,
薈,thơm,2,2,2,REVIEW,True,cói hội oái uế,7,摻 磸 貪 𦹳 𩡋 𬳦 󰉼,,0,,,
尽,này,2,2,2,REVIEW,True,hết tần tẩn tẫn tận,16,又 呢 尼 怩 昵 㖠 㞾 䛏 𠉞 𠼱 𠽬 𡰱 𡲌 𣭙 𫢩 󱟼,,1,,,
辭,ngàn,2,2,1,REVIEW,True,ti tơ tư từ,19,千 厈 垾 堓 屵 屽 岸 彥 彦 懯 㟁 𠦳 𡵃 𡶨 𢒊 𪶐 󰠛 󰭇 虤,,1,,,
尽,hạ,2,2,1,REVIEW,True,hết tần tẩn tẫn tận,33,丅 下 仮 假 厦 叚 吓 唬 啊 嗄 噎 复 夏 廈 暇 煆 芐 荷 賀 贺,,1,,,
為,lồi,2,2,2,REVIEW,True,gì ngụy vay ve veo vi vy và vài vây vê vì,10,來 洡 眭 睢 耒 䣂 𡋃 𥅦 𥉖 𥍋,,179,,,
尼,đem,2,2,1,REVIEW,True,chầy lão lại nay ni này nê nì nói nơi nơị nảy,28,   冘 剾 抌 眈 耽 躭 酖 鴆 𢲠 𨈔 𨈠 𨈦 𨈨 𨊍 𨊗 𨑴 𨑻,,331,,,
葬,trước,2,2,1,REVIEW,True,táng,29,  𱐨 𱏯 斮 櫡 略 畧 着 竹 箸 苉 著 訳 㗉 𠓀 𠠩 𣋐 𣥧 𨍦,,0,,,
尼,noi,2,2,2,REVIEW,True,chầy lão lại nay ni này nê nì nói nơi nơị nảy,8,内 挼 浽 𨁡 𨁧 𫏙 𬧇 𬧗,,331,,,
蓐,mắng,2,2,1,REVIEW,True,nhọc nhục náu nóc,17, 么 傌 喯 嗎 噒 忙 罵 莽 莾 駡 㗂 䧞 𠻵 𠼦 𦋻 󰪾,,0,,,
盆,bàn,2,2,1,REVIEW,True,buôn buồn bòn bùn bồn dồn vùn vồn,49,媻 幋 弁 拌 搫 搬 柈 槃 洀 潘 瘢 盘 盤 磐 磻 縏 繁 肨 胖 胮,盘,23,,,
之,vàn,2,2,1,REVIEW,True,ap chi chỉ chị giây gì gì; sao,13,万 卍 萬 㸘 𠂍 𠃡 𢁭 𢄏 𤈬 𤍚 𥝄 𥝅 鐄,,327,,,
朱,mùi,2,2,1,REVIEW,True,chau cho choa chu chua châu chò chõ chù chưa chẩu chọ,15,冒 味 未 瑁 苿 菋 㺺 𠰌 𠿃 𤣽 𤦛 𤲰 󱝪 󱝫 󱦨,味 未 苿 𠰌,1473,,,
衆,là,2,2,1,REVIEW,True,chúng với,31,  𱺵 卥 号 囉 容 廾 時 浪 纙 罗 羅 買 邏 㼈 𢌬 𦉼 𦋝 𦌴,,24,,,
蔓,một,2,2,1,REVIEW,True,man màn mơn mạn mặn mớn mởn,37,        𱥺 刎 圽 堆 墓 更 歾 歿 殁 殳 沒 没,,0,,,
皇,pha,2,2,1,REVIEW,True,hoàng huỳnh hàng,29,叵 坡 岥 披 波 玻 皅 破 簸 翍 芭 苩 萉 葩 陂 頗 颇 㓟 㩺 䔤,,21,,,
產,biến,2,2,1,REVIEW,True,sản sẵn sởn,29,偏 变 変 徧 抃 萹 藊 變 豍 蹁 辨 辯 遍 㜻 㣐 㴜 𠮓 𢒛 𢒟 𢒦,,1,,,
就,già,2,2,1,REVIEW,True,tựu,38, 伽 咖 嗻 夜 妑 庶 拁 枷 查 査 椵 楂 槎 樝 珈 痂 笳 耞 茄,,0,,,
次,sa,2,2,1,REVIEW,True,khứa thư thớ thứ thứa tư,51,ヌ 剎 娑 差 扠 抄 挱 挲 桫 桬 楂 沙 潭 猀 痧 砂 紇 紗 纱 耶,,32,,,
燭,soi,2,2,1,REVIEW,True,chúc luộc đuốc,19,搊 擂 攂 洡 芁 雷 㵢 䣂 𢐝 𢬗 𢹮 𢺢 𤐝 𥋸 𪤠 𬧾 󰅈 󱈗 󱧽,,4,,,
屛,mà,2,2,1,REVIEW,True,bình bính phanh,21, 傌 嘛 女 痳 罵 菻 蔴 調 駡 高 麻 默 𢠩 𢳀 𣻕 𦋻 𦓡 𦲬 󱰷,,0,,,
葉,thánh,2,2,2,REVIEW,True,diếp diệp dịp dớp dợp ep giấp giẹp nhíp nhịp riếp rợp,33,偺 咱 喒 圣 垩 堊 琞 聖 聽 請 㑑 㗂 䎴 𠄵 𡃑 𡉄 𡑺 𤦨 𤪈 𥅶,,19,,,
𭠠,bay,2,2,1,REVIEW,False,,57, 𱻙 哾 悲 拜 拝 排 琲 蜚 飛 𠃧 𠎩 𠖤 𠾦 𡴬 𢒎 𢪙 𢫶 𢮠 𢰛,,0,,,
屏,ong,2,1,1,REVIEW,True,binh bánh bình bính phanh,25,翁 蚌 蜂 螉 蠭 䗦 䗬 𧉳 𧊩 𧋴 𧒒 𧓶 𧔧 𪪳 󱤇 󱹀 凍 咚 喠 容,,0,,,
屏,mà,2,2,1,REVIEW,True,binh bánh bình bính phanh,21, 傌 嘛 女 痳 罵 菻 蔴 調 駡 高 麻 默 𢠩 𢳀 𣻕 𦋻 𦓡 𦲬 󱰷,,0,,,
屍,pha,2,2,1,REVIEW,True,thi thây,29,叵 坡 岥 披 波 玻 皅 破 簸 翍 芭 苩 萉 葩 陂 頗 颇 㓟 㩺 䔤,,0,,,
㴱,nước,2,2,1,REVIEW,True,thum thâm thăm thẫm,13, 匿 國 娘 搩 於 渃 珠 箸 著 𣋐 𣥧 𫭔,,0,,,
生,nên,2,2,2,REVIEW,True,chăng dính hư quê sanh sinh siêng sành sánh sình sính sống,21,ㇶ  妟 年 戼 揇 秊 邉 麻 䄭 𠡦 𠦅 𠦚 𠫺 𠬋 𢧚 𦼌 𫻽 󰄼 󰎚,年,246,,,gold/stt2_page_0322_c06_113.png gold/stt11_page_0042_c06_040.png
次,ấy,2,2,1,REVIEW,True,khứa thư thớ thứ thứa tư,32,𱍸 乙 倚 噫 娎 帝 悥 意 憶 椅 衣 衤 𠂎 𠋣 𠶷 𢡃 𧘇 𪬫 𫢚 󰀎,,32,,,
之,ròng,2,2,2,REVIEW,True,ap chi chỉ chị giây gì gì; sao,18,匕 又 容 弄 溶 用 鎔 頌 㝐 㣑 𠕺 𠖿 𠰩 𠴅 𡧶 𡨐 𣳔 󱪼,,327,,,
未,viếng,2,2,1,REVIEW,True,mùi vi vị,12,丙 咏 永 泳 眿 詠 𠘷 𠰳 𠰿 𠶇 𣱵 󰋋,永,1,,,
𤰞,tê,2,2,1,REVIEW,True,bấy te ti,99,儕 厮 嘶 屖 廝 恓 懠 挤 撕 擠 斯 柶 栖 棲 樨 澌 犀 疪 痹 痺,,28,,,
辰,răng,2,2,2,REVIEW,True,gìn thì thìn thần thời tthì,16, 𲎩 凌 夌 浪 淩 齿 𦝄 𦢠 𪘵 𪤽 𫆢 𬹸 󰌻 󰛈 󱆋,,1,,,
局,mình,2,2,1,REVIEW,True,cuộc cược cộc cục guộc gục ngúc,12,命 明 春 珄 舍 𠇮 𠵴 𨉓 𨉟 󰇕 󰳁 󱝬,,0,,,
㓻,biết,2,2,1,REVIEW,True,cang cương,30, 別 别 咇 彆 憋 捌 撆 柲 瘪 癟 虌 蟞 襒 蹩 鱉 鳖 鼈 龞 㿜,,0,,,
盈,rinh,2,2,1,REVIEW,True,diềng doanh doành duềnh dành dềnh giềng riêng ềng,15,𰝅 停 揁 鏗 零 霗 霝 𠏡 𠴌 𡈍 𤅫 𩂙 𩃞 𩆖 𩆼,,17,,,
辭,ong,2,2,1,REVIEW,True,ti tơ tư từ,25,翁 蚌 蜂 螉 蠭 䗦 䗬 𧉳 𧊩 𧋴 𧒒 𧓶 𧔧 𪪳 󱤇 󱹀 凍 咚 喠 容,,1,,,
𰑊,hãi,2,2,1,REVIEW,False,,8,咳 害 駭 駴 骇 㤥 閡 阂,,0,,,
術,ve,2,2,1,REVIEW,True,thuật toại truật,14,噅 悲 撝 為 蜲 蟡 覥 䃣 𡐮 𢠿 𤳰 𬠄 槢 粔,,0,,,
